title,weight,price,shelf_life,images,product_link,category_link
Moy Park Breaded Chicken Nuggets,700g,£5,LIFE 4d+,https://www.ocado.com/productImages/553/553603011_0_150x150.jpg?identifier=47a09bd24d5b193a145bcd09d3cac646,https://www.ocado.com/products/moy-park-breaded-chicken-nuggets-553603011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Minor Figures Latte,1L,£2.40,NA,https://www.ocado.com/productImages/513/513089011_0_150x150.jpg?identifier=61a244d3b376f57eb61f113f86e61dca,https://www.ocado.com/products/minor-figures-latte-513089011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Pieminister Moolin Rouge Pie Kit,578g,£6.50,LIFE 3w+,https://www.ocado.com/productImages/568/568787011_0_150x150.jpg?identifier=b775753e4d2415d5d45e4db4c6cd4d16,https://www.ocado.com/products/pieminister-moolin-rouge-pie-kit-568787011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
HAWKSMOOR Dry Aged rump roast (serves 2),700g,£26,LIFE 4d+,https://www.ocado.com/productImages/546/546556011_0_150x150.jpg?identifier=0adf6f4bcd223f879ae00a87fe8e92f3,https://www.ocado.com/products/hawksmoor-dry-aged-rump-roast-serves-2-546556011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
UFIT Lite Smooth Chocolate Protein Shake,310ml,£2,NA,https://www.ocado.com/productImages/548/548482011_0_150x150.jpg?identifier=7c513bc72ca0b3f4465c68b11c87690c,https://www.ocado.com/products/ufit-lite-smooth-chocolate-protein-shake-548482011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
For Goodness Shakes Strawberry Ultimate Protein Shake,475ml,£3.10,LIFE 3w+,https://www.ocado.com/productImages/271/271489011_0_150x150.jpg?identifier=eb03638df2d7bf0ad586c2d496c73c16,https://www.ocado.com/products/for-goodness-shakes-strawberry-ultimate-protein-shake-271489011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Santa Maria Chunky Medium Salsa,230g,£1.44,NA,https://www.ocado.com/productImages/516/516082011_0_150x150.jpg?identifier=b2a5396a685ee046e7bd3f66f12006eb,https://www.ocado.com/products/santa-maria-chunky-medium-salsa-516082011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Violife Viospread Light & Creamy Vegan Spread,200g,£1.75,LIFE 3w+,https://www.ocado.com/productImages/566/566657011_0_150x150.jpg?identifier=85896d6b0c295740e22f54ae7c8523c6,https://www.ocado.com/products/violife-viospread-light-creamy-vegan-spread-566657011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Innocent Strawberry, Pineapple & Passionfruit Smoothie",750ml,£3.30,LIFE 1w+,https://www.ocado.com/productImages/552/552379011_0_150x150.jpg?identifier=c458e17a07eac3767a917f92b2741f07,https://www.ocado.com/products/innocent-strawberry-pineapple-passionfruit-smoothie-552379011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
John West Tuna Bowl Smokey BBQ Rice,220g,£1.75,LIFE 1m+,https://www.ocado.com/productImages/552/552281011_0_150x150.jpg?identifier=5916d50ed899b0ce226fff488e81ff62,https://www.ocado.com/products/john-west-tuna-bowl-smokey-bbq-rice-552281011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Alvalle Gazpacho Suave,1L,£4.10,LIFE 1w+,https://www.ocado.com/productImages/415/415957011_0_150x150.jpg?identifier=b4010c45bab19a023b6baad97f77c2ac,https://www.ocado.com/products/alvalle-gazpacho-suave-415957011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Golden Irish Free Range Medium,10 per pack,£2.95,LIFE 1w+,https://www.ocado.com/productImages/544/544384011_0_150x150.jpg?identifier=72f4ca9b4df47767868e55c77aa8275f,https://www.ocado.com/products/golden-irish-free-range-medium-544384011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Daylesford Natural Rosemary Multi Surface Cleaner,500ml,£3.50,NA,https://www.ocado.com/productImages/502/50225011_0_150x150.jpg?identifier=4337ce1e6995e3982969a464f9a40e46,https://www.ocado.com/products/daylesford-natural-rosemary-multi-surface-cleaner-50225011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
SlimFast Vanilla Milkshake Multipack,6 x 325ml,£8.99,NA,https://www.ocado.com/productImages/553/553770011_0_150x150.jpg?identifier=0be8ab8c976944a27c1e77ea4e38a6f7,https://www.ocado.com/products/slimfast-vanilla-milkshake-multipack-553770011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
UFIT Lite Strawberries & Cream Protein Shake,310ml,£2,NA,https://www.ocado.com/productImages/544/544437011_0_150x150.jpg?identifier=ee5982432008e1238bddb1db479a3ca7,https://www.ocado.com/products/ufit-lite-strawberries-cream-protein-shake-544437011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Naked Zing Tropical Pineapple, Passion Fruit, Kiwi & Lime Smoothie",750ml,£4,LIFE 2w+,https://www.ocado.com/productImages/520/520526011_0_150x150.jpg?identifier=e1fdbee9bcb8ba30ee1daf717285e8ca,https://www.ocado.com/products/naked-zing-tropical-pineapple-passion-fruit-kiwi-lime-smoothie-520526011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Provamel Organic Oat No Sugars,1L,£2,NA,https://www.ocado.com/productImages/500/500722011_0_150x150.jpg?identifier=a044a19ff52f21f11d492d6dba9fee72,https://www.ocado.com/products/provamel-organic-oat-no-sugars-500722011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Unearthed Olives with Chilli,230g,£3.65,LIFE 1w+,https://www.ocado.com/productImages/577/577044011_0_150x150.jpg?identifier=25d87fb78ee2a5b054b329656b8f8639,https://www.ocado.com/products/unearthed-olives-with-chilli-577044011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Tropicana Sensations Orange & Lime Juice,850ml,£2.75,LIFE 1w+,https://www.ocado.com/productImages/538/53833011_0_150x150.jpg?identifier=9eb5fd7058ed530e090c81985f4d0bb6,https://www.ocado.com/products/tropicana-sensations-orange-lime-juice-53833011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Tropicana + Berry Boost Juice,750ml,£3,LIFE 1w+,https://www.ocado.com/productImages/397/397247011_0_150x150.jpg?identifier=bf37d400cc551546ba95142c927fa187,https://www.ocado.com/products/tropicana-berry-boost-juice-397247011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Unearthed Westphalian Smoked Ham,140g,£3.80,LIFE 6d,https://www.ocado.com/productImages/243/243936011_0_150x150.jpg?identifier=5ea960a9e2721075a50d37cacf5392ae,https://www.ocado.com/products/unearthed-westphalian-smoked-ham-243936011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
John West Tuna Bites Tomato Penne,160g,£1.45,NA,https://www.ocado.com/productImages/552/552280011_0_150x150.jpg?identifier=cf710c92838a7d3a8c152661488c6293,https://www.ocado.com/products/john-west-tuna-bites-tomato-penne-552280011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Cully & Sully Vegetable Soup,400g,£1.75,LIFE 7d,https://www.ocado.com/productImages/569/569210011_0_150x150.jpg?identifier=617983df91a09c6526a461d7e7e499af,https://www.ocado.com/products/cully-sully-vegetable-soup-569210011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Cully & Sully Smoked Haddock & Salmon Chowder Soup,400g,£1.75,LIFE 7d,https://www.ocado.com/productImages/569/569213011_0_150x150.jpg?identifier=c68237a4f303c1e24bef0d7918c3bd66,https://www.ocado.com/products/cully-sully-smoked-haddock-salmon-chowder-soup-569213011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fragata Marinated Stoneless Kalamata Olives with garlic & rosemary,120g,£1.50,NA,https://www.ocado.com/productImages/571/571598011_0_150x150.jpg?identifier=482a68a6dde175dda93b6b1e99098add,https://www.ocado.com/products/fragata-marinated-stoneless-kalamata-olives-with-garlic-rosemary-571598011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Daylesford Fig Leaf Jar Medium Scented Candle,,£16,NA,https://www.ocado.com/productImages/642/64261011_0_150x150.jpg?identifier=2b7993e727dea8d93f7809952c9d2187,https://www.ocado.com/products/daylesford-fig-leaf-jar-medium-scented-candle-64261011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
English Cheesecake Creamy White Chocolate and Honeycomb Cheesecake,2 x 115g,£2.64,LIFE 5d+,https://www.ocado.com/productImages/564/564974011_0_150x150.jpg?identifier=223ad0c24ad8ade5b8c58e9b4119323c,https://www.ocado.com/products/english-cheesecake-creamy-white-chocolate-and-honeycomb-cheesecake-564974011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Innocent Smoothie Mangoes & Passion Fruits,750ml,£3.30,LIFE 2w+,https://www.ocado.com/productImages/628/62853011_0_150x150.jpg?identifier=e55891e6a2cddb525decddb5169c4d58,https://www.ocado.com/products/innocent-smoothie-mangoes-passion-fruits-62853011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Innocent Apple & Mango Juice,1.35L,£3.60,LIFE 2w+,https://www.ocado.com/productImages/824/82466011_0_150x150.jpg?identifier=1bdb3fe700ddb241f5968585fff918c3,https://www.ocado.com/products/innocent-apple-mango-juice-82466011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
DUG Dairy Free UHT Potato Milk,1L,£1.30,NA,https://www.ocado.com/productImages/573/573121011_0_150x150.jpg?identifier=4d79d5d088e04b0adf13baf2d9a73c13,https://www.ocado.com/products/dug-dairy-free-uht-potato-milk-573121011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Tropicana + Vitamin Victory Juice,750ml,£3,LIFE 1w+,https://www.ocado.com/productImages/397/397248011_0_150x150.jpg?identifier=6584dd6c6feaf9fea5d5ea685491c963,https://www.ocado.com/products/tropicana-vitamin-victory-juice-397248011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Heinz Salad Dressing Spray Zesty Lemon,200ml,£2,NA,https://www.ocado.com/productImages/553/553339011_0_150x150.jpg?identifier=6e5a3715b2561a7b6499f0c75d10482c,https://www.ocado.com/products/heinz-salad-dressing-spray-zesty-lemon-553339011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Yeo Valley Organic Raspberry Flavoured Milk,750ml,£2,LIFE 2w+,https://www.ocado.com/productImages/569/569097011_0_150x150.jpg?identifier=6dd5f183d3ad836062b7854a73a93ca7,https://www.ocado.com/products/yeo-valley-organic-raspberry-flavoured-milk-569097011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
GROUNDED Milk Chocolate Plant-Protein Shake,490ml,£2.30,NA,https://www.ocado.com/productImages/562/562823011_0_150x150.jpg?identifier=d6cc757d04cf7c67fa68dc21ec9c49fb,https://www.ocado.com/products/grounded-milk-chocolate-plant-protein-shake-562823011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Unrooted Drinks Apple Cider Vinegar Defence,60ml,£2,NA,https://www.ocado.com/productImages/563/563540011_0_150x150.jpg?identifier=9dcc1c40eaeb1d2935b2c96479157b34,https://www.ocado.com/products/unrooted-drinks-apple-cider-vinegar-defence-563540011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Daylesford Organic Cacao & Coconut Porridge,450g,£3.50,NA,https://www.ocado.com/productImages/317/317938011_0_150x150.jpg?identifier=9fba33b3a10a5b42c0237655658c9888,https://www.ocado.com/products/daylesford-organic-cacao-coconut-porridge-317938011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Heinz Salad Dressing Spray Chilli and Lime,200ml,£2,NA,https://www.ocado.com/productImages/553/553341011_0_150x150.jpg?identifier=13603726ea61a535334b038df1c30245,https://www.ocado.com/products/heinz-salad-dressing-spray-chilli-and-lime-553341011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Do Goodly Dips Smashed Pea Guacamole,150g,£2.50,LIFE 3w+,https://www.ocado.com/productImages/564/564690011_0_150x150.jpg?identifier=e851a85b9f9a70b54b05ebd4f831ac77,https://www.ocado.com/products/do-goodly-dips-smashed-pea-guacamole-564690011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
GROUNDED Mint Chocolate Plant-Protein Shake,490ml,£2.30,NA,https://www.ocado.com/productImages/562/562820011_0_150x150.jpg?identifier=35257acffd2cbc4f2fe830cf63cb94ad,https://www.ocado.com/products/grounded-mint-chocolate-plant-protein-shake-562820011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
SlimFast Banana Milkshake Multipack,6 x 325ml,£8.99,NA,https://www.ocado.com/productImages/553/553771011_0_150x150.jpg?identifier=312bb6cd380615891ad0afa67503e1fa,https://www.ocado.com/products/slimfast-banana-milkshake-multipack-553771011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
SlimFast Chocolate Meal Shake Powder 10 Meals ,375g,£6.49,NA,https://www.ocado.com/productImages/553/553606011_0_150x150.jpg?identifier=b55017d6a7c8030158bd8883ef25abc4,https://www.ocado.com/products/slimfast-chocolate-meal-shake-powder-10-meals-553606011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Vegetarian Butcher Patty on the Back,225g,£3,LIFE 1w+,https://www.ocado.com/productImages/571/571505011_0_150x150.jpg?identifier=6692f5dcd78b73b3edbbeedeee09d36d,https://www.ocado.com/products/vegetarian-butcher-patty-on-the-back-571505011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Daylesford Bergamot Medium Scented Candle,,£16,NA,https://www.ocado.com/productImages/296/296441011_0_150x150.jpg?identifier=d909bf7278843e162453cc41707c24aa,https://www.ocado.com/products/daylesford-bergamot-medium-scented-candle-296441011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Petits Filous Dairy Free Raspberry,4 x 95g,£2,LIFE 7d,https://www.ocado.com/productImages/577/577269011_0_150x150.jpg?identifier=4922ff3efa6c0f854208df5b35b533c2,https://www.ocado.com/products/petits-filous-dairy-free-raspberry-577269011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
President Twarog Soft Cheese,1kg,£3.65,LIFE 6d+,https://www.ocado.com/productImages/565/565015011_0_150x150.jpg?identifier=b83e5c24af1b83310cd4a347453c5a55,https://www.ocado.com/products/president-twarog-soft-cheese-565015011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Heinz Salad Dressing Spray Raspberry Balsamic,200ml,£2,NA,https://www.ocado.com/productImages/553/553338011_0_150x150.jpg?identifier=d6a461f5be998f4d2e163a06afd39b1d,https://www.ocado.com/products/heinz-salad-dressing-spray-raspberry-balsamic-553338011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Innocent Super Smoothies Banana Break,750ml,£4,LIFE 1w+,https://www.ocado.com/productImages/517/517172011_0_150x150.jpg?identifier=1ee0dafc9746c29810b8a113f95ad195,https://www.ocado.com/products/innocent-super-smoothies-banana-break-517172011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
SlimFast Strawberry Meal Shake Powder 10 Meals ,365g,£6.50,NA,https://www.ocado.com/productImages/553/553611011_0_150x150.jpg?identifier=b13675b82bf29974e695c7d36f55276e,https://www.ocado.com/products/slimfast-strawberry-meal-shake-powder-10-meals-553611011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
SlimFast Vanilla Meal Shake Powder 10 Meals ,365g,£6.50,NA,https://www.ocado.com/productImages/553/553612011_0_150x150.jpg?identifier=41580430ec79a22008a5e478dbe1b733,https://www.ocado.com/products/slimfast-vanilla-meal-shake-powder-10-meals-553612011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
SlimFast Banana Meal Shake Powder 10 Meals,365g,£6.49,NA,https://www.ocado.com/productImages/553/553610011_0_150x150.jpg?identifier=dbe994b63afacdc50ed3a1b29d66a334,https://www.ocado.com/products/slimfast-banana-meal-shake-powder-10-meals-553610011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Vita Coco Organic Pure Coconut Water,1L,£2.66,LIFE 1m+,https://www.ocado.com/productImages/553/553260011_0_150x150.jpg?identifier=8c2bc067c83a358342ba30ec6d025edb,https://www.ocado.com/products/vita-coco-organic-pure-coconut-water-553260011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
UFIT Banana 50g Protein Milkshake ,500ml,£3.75,NA,https://www.ocado.com/productImages/548/548481011_0_150x150.jpg?identifier=8f81379c3fec3d895f0119e5df71d76d,https://www.ocado.com/products/ufit-banana-50g-protein-milkshake-548481011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Ginsters Philly Cheese Steak Bake,117g,£1.10,LIFE 3d,https://www.ocado.com/productImages/577/577276011_0_150x150.jpg?identifier=00f8e2d2e9ede2e3986a315ea4ffc714,https://www.ocado.com/products/ginsters-philly-cheese-steak-bake-577276011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Daylesford Lavender Medium Scented Candle ,,£16,NA,https://www.ocado.com/productImages/642/64271011_0_150x150.jpg?identifier=91bbcc4484a72a28a9ea735bce7d0d71,https://www.ocado.com/products/daylesford-lavender-medium-scented-candle-64271011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Daylesford Natural Vine Tomato Medium Scented Candle Jar,,£16,NA,https://www.ocado.com/productImages/642/64241011_0_150x150.jpg?identifier=21b357d1ad651bf59670e1d9c6e65266,https://www.ocado.com/products/daylesford-natural-vine-tomato-medium-scented-candle-jar-64241011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
SlimFast Advanced Vitality Chocolate Intensity Shake 10 Servings ,400g,£9.01,NA,https://www.ocado.com/productImages/553/553774011_0_150x150.jpg?identifier=e2a30321683ef348feeb10a0937d3044,https://www.ocado.com/products/slimfast-advanced-vitality-chocolate-intensity-shake-10-servings-553774011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Minor Figures Mocha,1L,£2.40,NA,https://www.ocado.com/productImages/513/513088011_0_150x150.jpg?identifier=38de9ce485e632d2792a96eead7c4219,https://www.ocado.com/products/minor-figures-mocha-513088011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Daylesford Geranium Leaf Jar Medium Scented Candle,,£16,NA,https://www.ocado.com/productImages/672/67285011_0_150x150.jpg?identifier=2492ad0c5a14dd80dbb6c3ab2398d3cb,https://www.ocado.com/products/daylesford-geranium-leaf-jar-medium-scented-candle-67285011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
SlimFast Raspberry & White Chocolate Powder Tin ,365g,£6.49,NA,https://www.ocado.com/productImages/562/562693011_0_150x150.jpg?identifier=4a9c6bab293d37e9ef7b4248dc88747c,https://www.ocado.com/products/slimfast-raspberry-white-chocolate-powder-tin-562693011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
